,YIELD_SPREAD,CPI,HY_SPREAD,VIX,SKEW,VIX3M,VIX_BKWD,T5YIE,ICSA,T5YIE_ZONE,ICSA_ZONE,REGIME,REGIME_SCORE,IG_SPREAD,IG_SCORE,STLFSI,FSI_SCORE,SAHM,SAHM_SCORE,LAGGING_TOTAL,RISK_SCORE,SIGNAL,ACTION,LEADING_SCORE,COINCIDENT_SCORE,LAGGING_SCORE,S_YIELD,S_CPI,S_REGIME,S_VIX,S_SKEW,S_BKWD,S_HY,S_IG,S_FSI,S_SAHM
2022-10-06,-0.4,5.957820738137087,4.62,30.520000457763672,122.44000244140625,30.790000915527344,-0.2700004577636719,2.29,20.3,NEUTRAL,LOW,골디락스,-1,1.45,1,0.5225,1,0.07,0,2,3.01,🟡 흐림,위험자산 10~20% 축소,1.71,1.17,0.62,1,2,0,2,0,0,0,1,1,0
2022-10-07,-0.41,5.957820738137087,4.62,31.360000610351562,121.80999755859375,32.099998474121094,-0.7399978637695312,2.36,20.3,HIGH,LOW,과열,1,1.45,1,0.1667,1,0.07,0,2,4.08,🟡 흐림,위험자산 10~20% 축소,2.29,1.17,0.62,1,2,1,2,0,0,0,1,1,0
2022-10-10,-0.41,5.957820738137087,4.62,32.45000076293945,120.06999969482422,32.72999954223633,-0.279998779296875,2.36,20.7,HIGH,LOW,과열,1,1.45,1,0.1667,1,0.07,0,2,4.08,🟡 흐림,위험자산 10~20% 축소,2.29,1.17,0.62,1,2,1,2,0,0,0,1,1,0
2022-10-11,-0.37,5.957820738137087,4.62,33.630001068115234,120.12000274658203,33.36000061035156,0.2700004577636719,2.36,20.7,HIGH,LOW,과열,1,1.45,1,0.1667,1,0.07,0,2,4.66,🟡 흐림,위험자산 10~20% 축소,2.29,1.75,0.62,1,2,1,2,0,1,0,1,1,0
2022-10-12,-0.37,5.957820738137087,4.62,33.56999969482422,119.98999786376953,33.130001068115234,0.4399986267089844,2.32,20.7,HIGH,LOW,과열,1,1.45,1,0.1667,1,0.07,0,2,4.66,🟡 흐림,위험자산 10~20% 축소,2.29,1.75,0.62,1,2,1,2,0,1,0,1,1,0
2022-10-13,-0.5,5.957820738137087,4.62,31.940000534057617,117.81999969482422,31.799999237060547,0.1400012969970703,2.38,20.7,HIGH,LOW,과열,1,1.45,1,0.1667,1,0.07,0,2,4.66,🟡 흐림,위험자산 10~20% 축소,2.29,1.75,0.62,1,2,1,2,0,1,0,1,1,0
2022-10-14,-0.48,5.957820738137087,4.62,32.02000045776367,119.30000305175781,32.45000076293945,-0.43000030517578125,2.44,20.7,HIGH,LOW,과열,1,1.45,1,0.2894,1,0.07,0,2,4.08,🟡 흐림,위험자산 10~20% 축소,2.29,1.17,0.62,1,2,1,2,0,0,0,1,1,0
2022-10-17,-0.43,5.957820738137087,4.62,31.3700008392334,116.97000122070312,31.739999771118164,-0.3699989318847656,2.48,19.9,HIGH,LOW,과열,1,1.45,1,0.2894,1,0.07,0,2,4.08,🟡 흐림,위험자산 10~20% 축소,2.29,1.17,0.62,1,2,1,2,0,0,0,1,1,0
2022-10-18,-0.42,5.957820738137087,4.62,30.5,116.87999725341797,30.979999542236328,-0.4799995422363281,2.42,19.9,HIGH,LOW,과열,1,1.45,1,0.2894,1,0.07,0,2,4.08,🟡 흐림,위험자산 10~20% 축소,2.29,1.17,0.62,1,2,1,2,0,0,0,1,1,0
2022-10-19,-0.41,5.957820738137087,4.62,30.760000228881836,117.26000213623047,31.350000381469727,-0.5900001525878906,2.46,19.9,HIGH,LOW,과열,1,1.45,1,0.2894,1,0.07,0,2,4.08,🟡 흐림,위험자산 10~20% 축소,2.29,1.17,0.62,1,2,1,2,0,0,0,1,1,0
2022-10-20,-0.38,5.957820738137087,4.62,29.979999542236328,117.41000366210938,30.809999465942383,-0.8299999237060547,2.65,19.9,HIGH,LOW,과열,1,1.45,1,0.2894,1,0.07,0,2,3.49,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.62,1,2,1,1,0,0,0,1,1,0
2022-10-21,-0.28,5.957820738137087,4.62,29.690000534057617,116.19000244140625,30.469999313354492,-0.779998779296875,2.69,19.9,HIGH,LOW,과열,1,1.45,1,-0.1472,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-10-24,-0.25,5.957820738137087,4.62,29.850000381469727,114.97000122070312,30.329999923706055,-0.4799995422363281,2.72,20.2,HIGH,LOW,과열,1,1.45,1,-0.1472,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-10-25,-0.32,5.957820738137087,4.62,28.459999084472656,114.63999938964844,29.290000915527344,-0.8300018310546875,2.62,20.2,HIGH,LOW,과열,1,1.45,1,-0.1472,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-10-26,-0.35,5.957820738137087,4.62,27.280000686645508,113.86000061035156,28.459999084472656,-1.1799983978271484,2.56,20.2,HIGH,LOW,과열,1,1.45,1,-0.1472,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-10-27,-0.34,5.957820738137087,4.62,27.389999389648438,113.2300033569336,28.280000686645508,-0.8900012969970703,2.57,20.2,HIGH,LOW,과열,1,1.45,1,-0.1472,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-10-28,-0.39,5.957820738137087,4.62,25.75,112.05999755859375,26.899999618530273,-1.1499996185302734,2.62,20.2,HIGH,LOW,과열,1,1.45,1,-0.2933,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-10-31,-0.41,5.957820738137087,4.62,25.8799991607666,111.95999908447266,26.920000076293945,-1.0400009155273438,2.67,20.2,HIGH,LOW,과열,1,1.45,1,-0.2933,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-11-01,-0.47,5.957820738137087,4.62,25.809999465942383,111.44000244140625,26.690000534057617,-0.8800010681152344,2.65,20.2,HIGH,LOW,과열,1,1.45,1,-0.2933,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-11-02,-0.51,5.957820738137087,4.62,25.860000610351562,111.98999786376953,27.219999313354492,-1.3599987030029297,2.68,20.2,HIGH,LOW,과열,1,1.45,1,-0.2933,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-03,-0.57,5.957820738137087,4.62,25.299999237060547,110.33999633789062,26.700000762939453,-1.4000015258789062,2.54,20.2,HIGH,LOW,과열,1,1.45,1,-0.2933,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-04,-0.49,5.957820738137087,4.62,24.549999237060547,111.62000274658203,26.389999389648438,-1.8400001525878906,2.61,20.2,HIGH,LOW,과열,1,1.45,1,-0.3869,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-11-07,-0.5,5.957820738137087,4.62,24.350000381469727,111.66999816894531,26.260000228881836,-1.9099998474121094,2.67,20.4,HIGH,LOW,과열,1,1.45,1,-0.3869,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-11-08,-0.53,5.957820738137087,4.62,25.540000915527344,113.55000305175781,27.100000381469727,-1.5599994659423828,2.61,20.4,HIGH,LOW,과열,1,1.45,1,-0.3869,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-09,-0.49,5.957820738137087,4.62,26.09000015258789,114.36000061035156,27.90999984741211,-1.8199996948242188,2.53,20.4,HIGH,LOW,과열,1,1.45,1,-0.3869,0,0.07,0,1,3.18,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.31,1,2,1,1,0,0,0,1,0,0
2022-11-10,-0.52,5.957820738137087,4.62,23.530000686645508,111.41999816894531,26.18000030517578,-2.6499996185302734,2.47,20.4,HIGH,LOW,과열,1,1.45,1,-0.3869,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-11,-0.52,5.957820738137087,4.62,22.520000457763672,114.08999633789062,25.739999771118164,-3.219999313354492,2.47,20.4,HIGH,LOW,과열,1,1.45,1,-0.3225,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-14,-0.52,5.957820738137087,4.62,23.729999542236328,113.66999816894531,26.1299991607666,-2.3999996185302734,2.42,21.0,HIGH,LOW,과열,1,1.45,1,-0.3225,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-15,-0.57,5.957820738137087,4.62,24.540000915527344,115.94000244140625,26.59000015258789,-2.049999237060547,2.4,21.0,HIGH,LOW,과열,1,1.45,1,-0.3225,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-16,-0.68,5.957820738137087,4.62,24.110000610351562,115.55999755859375,26.030000686645508,-1.9200000762939453,2.35,21.0,HIGH,LOW,과열,1,1.45,1,-0.3225,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-17,-0.66,5.957820738137087,4.62,23.93000030517578,115.23999786376953,25.829999923706055,-1.8999996185302734,2.32,21.0,HIGH,LOW,과열,1,1.45,1,-0.3225,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-11-18,-0.69,5.957820738137087,4.62,23.1200008392334,114.97000122070312,25.329999923706055,-2.2099990844726562,2.28,21.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.2252,0,0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2022-11-21,-0.65,5.957820738137087,4.62,22.360000610351562,114.5199966430664,24.719999313354492,-2.3599987030029297,2.34,22.0,HIGH,NEUTRAL,둔화_주의,2,1.45,1,-0.2252,0,0.07,0,1,4.32,🟡 흐림,위험자산 10~20% 축소,3.43,0.58,0.31,2,2,2,1,0,0,0,1,0,0
2022-11-22,-0.71,5.957820738137087,4.62,21.290000915527344,116.23999786376953,23.829999923706055,-2.539999008178711,2.35,22.0,HIGH,NEUTRAL,둔화_주의,2,1.45,1,-0.2252,0,0.07,0,1,4.32,🟡 흐림,위험자산 10~20% 축소,3.43,0.58,0.31,2,2,2,1,0,0,0,1,0,0
2022-11-23,-0.75,5.957820738137087,4.62,20.350000381469727,118.6500015258789,23.3799991607666,-3.029998779296875,2.33,22.0,HIGH,NEUTRAL,둔화_주의,2,1.45,1,-0.2252,0,0.07,0,1,4.32,🟡 흐림,위험자산 10~20% 축소,3.43,0.58,0.31,2,2,2,1,0,0,0,1,0,0
2022-11-24,-0.75,5.957820738137087,4.62,20.350000381469727,118.6500015258789,23.3799991607666,-3.029998779296875,2.33,22.0,HIGH,NEUTRAL,둔화_주의,2,1.45,1,-0.2252,0,0.07,0,1,4.32,🟡 흐림,위험자산 10~20% 축소,3.43,0.58,0.31,2,2,2,1,0,0,0,1,0,0
2022-11-25,-0.74,5.957820738137087,4.62,20.5,128.11000061035156,23.59000015258789,-3.0900001525878906,2.34,22.0,HIGH,NEUTRAL,둔화_주의,2,1.45,1,-0.2278,0,0.07,0,1,4.32,🟡 흐림,위험자산 10~20% 축소,3.43,0.58,0.31,2,2,2,1,0,0,0,1,0,0
2022-11-28,-0.77,5.957820738137087,4.62,22.209999084472656,118.47000122070312,24.899999618530273,-2.690000534057617,2.29,20.9,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.2278,0,0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2022-11-29,-0.73,5.957820738137087,4.62,21.889999389648438,120.37999725341797,24.649999618530273,-2.760000228881836,2.3,20.9,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.2278,0,0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2022-11-30,-0.7,5.957820738137087,4.62,20.579999923706055,118.47000122070312,23.530000686645508,-2.950000762939453,2.41,20.9,HIGH,LOW,과열,1,1.45,1,-0.2278,0,0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-12-01,-0.72,5.957820738137087,4.62,19.84000015258789,117.79000091552734,23.309999465942383,-3.469999313354492,2.45,20.9,HIGH,LOW,과열,1,1.45,1,-0.2278,0,0.03,0,1,3.17,🟡 흐림,위험자산 10~20% 축소,2.86,0.0,0.31,2,2,1,0,0,0,0,1,0,0
2022-12-02,-0.77,5.957820738137087,4.62,19.059999465942383,118.11000061035156,22.959999084472656,-3.8999996185302734,2.51,20.9,HIGH,LOW,과열,1,1.45,1,-0.1172,0,0.03,0,1,3.17,🟡 흐림,위험자산 10~20% 축소,2.86,0.0,0.31,2,2,1,0,0,0,0,1,0,0
2022-12-05,-0.81,5.957820738137087,4.62,20.75,117.75,23.889999389648438,-3.1399993896484375,2.46,20.9,HIGH,LOW,과열,1,1.45,1,-0.1172,0,0.03,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-12-06,-0.83,5.957820738137087,4.62,22.170000076293945,117.11000061035156,24.719999313354492,-2.549999237060547,2.38,20.9,HIGH,LOW,과열,1,1.45,1,-0.1172,0,0.03,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-12-07,-0.84,5.957820738137087,4.62,22.68000030517578,117.80999755859375,25.18000030517578,-2.5,2.33,20.9,HIGH,LOW,과열,1,1.45,1,-0.1172,0,0.03,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-12-08,-0.83,5.957820738137087,4.62,22.290000915527344,117.54000091552734,24.729999542236328,-2.4399986267089844,2.36,20.9,HIGH,LOW,과열,1,1.45,1,-0.1172,0,0.03,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2022-12-09,-0.76,5.957820738137087,4.62,22.829999923706055,119.23999786376953,25.209999084472656,-2.3799991607666016,2.3,20.9,NEUTRAL,LOW,골디락스,-1,1.45,1,0.122,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-12,-0.78,5.957820738137087,4.62,25.0,121.86000061035156,25.670000076293945,-0.6700000762939453,2.35,20.9,HIGH,LOW,과열,1,1.45,1,0.122,1,0.03,0,2,4.07,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.62,2,2,1,1,0,0,0,1,1,0
2022-12-13,-0.71,5.957820738137087,4.62,22.549999237060547,122.7300033569336,24.290000915527344,-1.7400016784667969,2.31,20.9,HIGH,LOW,과열,1,1.45,1,0.122,1,0.03,0,2,4.07,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.62,2,2,1,1,0,0,0,1,1,0
2022-12-14,-0.74,5.957820738137087,4.62,21.139999389648438,124.2300033569336,23.459999084472656,-2.3199996948242188,2.25,20.9,NEUTRAL,LOW,골디락스,-1,1.45,1,0.122,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-15,-0.79,5.957820738137087,4.62,22.829999923706055,124.48999786376953,25.079999923706055,-2.25,2.21,20.9,NEUTRAL,LOW,골디락스,-1,1.45,1,0.122,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-16,-0.69,5.957820738137087,4.62,22.6200008392334,120.04000091552734,25.149999618530273,-2.529998779296875,2.14,20.9,NEUTRAL,LOW,골디락스,-1,1.45,1,0.0079,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-19,-0.68,5.957820738137087,4.62,22.420000076293945,117.08999633789062,25.079999923706055,-2.6599998474121094,2.19,21.3,NEUTRAL,LOW,골디락스,-1,1.45,1,0.0079,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-20,-0.56,5.957820738137087,4.62,21.479999542236328,115.56999969482422,24.399999618530273,-2.9200000762939453,2.26,21.3,NEUTRAL,LOW,골디락스,-1,1.45,1,0.0079,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-21,-0.53,5.957820738137087,4.62,20.06999969482422,114.25,23.350000381469727,-3.280000686645508,2.31,21.3,HIGH,LOW,과열,1,1.45,1,0.0079,1,0.03,0,2,4.07,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.62,2,2,1,1,0,0,0,1,1,0
2022-12-22,-0.57,5.957820738137087,4.62,21.969999313354492,114.41999816894531,24.780000686645508,-2.8100013732910156,2.24,21.3,NEUTRAL,LOW,골디락스,-1,1.45,1,0.0079,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-23,-0.56,5.957820738137087,4.62,20.8700008392334,114.56999969482422,24.1299991607666,-3.259998321533203,2.29,21.3,NEUTRAL,LOW,골디락스,-1,1.45,1,0.0265,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-26,-0.56,5.957820738137087,4.62,20.8700008392334,114.56999969482422,24.1299991607666,-3.259998321533203,2.29,20.5,NEUTRAL,LOW,골디락스,-1,1.45,1,0.0265,1,0.03,0,2,2.99,🟢 맑음,기본 비중 유지,2.29,0.58,0.62,2,2,0,1,0,0,0,1,1,0
2022-12-27,-0.48,5.957820738137087,4.62,21.649999618530273,113.44000244140625,24.43000030517578,-2.780000686645508,2.33,20.5,HIGH,LOW,과열,1,1.45,1,0.0265,1,0.03,0,2,3.49,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.62,1,2,1,1,0,0,0,1,1,0
2022-12-28,-0.43,5.957820738137087,4.62,22.139999389648438,112.02999877929688,24.579999923706055,-2.440000534057617,2.33,20.5,HIGH,LOW,과열,1,1.45,1,0.0265,1,0.03,0,2,3.49,🟡 흐림,위험자산 10~20% 축소,2.29,0.58,0.62,1,2,1,1,0,0,0,1,1,0
2022-12-29,-0.51,5.957820738137087,4.62,21.440000534057617,113.2699966430664,23.950000762939453,-2.510000228881836,2.32,20.5,HIGH,LOW,과열,1,1.45,1,0.0265,1,0.03,0,2,4.07,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.62,2,2,1,1,0,0,0,1,1,0
2022-12-30,-0.53,5.957820738137087,4.62,21.670000076293945,113.56999969482422,24.290000915527344,-2.6200008392333984,2.33,20.5,HIGH,LOW,과열,1,1.45,1,-0.0383,0,0.03,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2023-01-02,-0.53,5.957820738137087,4.62,21.670000076293945,113.56999969482422,24.290000915527344,-2.6200008392333984,2.33,20.5,HIGH,LOW,과열,1,1.45,1,-0.0383,0,-0.07,0,1,3.75,🟡 흐림,위험자산 10~20% 축소,2.86,0.58,0.31,2,2,1,1,0,0,0,1,0,0
2023-01-03,-0.61,5.957820738137087,4.62,22.899999618530273,112.73999786376953,24.579999923706055,-1.6800003051757812,2.29,20.5,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.0383,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-04,-0.67,5.957820738137087,4.62,22.010000228881836,112.13999938964844,23.809999465942383,-1.7999992370605469,2.21,20.5,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.0383,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-05,-0.74,5.957820738137087,4.62,22.459999084472656,112.66999816894531,24.06999969482422,-1.6100006103515625,2.22,20.5,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.0383,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-06,-0.69,5.957820738137087,4.62,21.1299991607666,113.86000061035156,23.18000030517578,-2.0500011444091797,2.18,20.5,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.1651,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-09,-0.66,5.957820738137087,4.62,21.969999313354492,114.41999816894531,23.739999771118164,-1.7700004577636719,2.18,21.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.1651,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-10,-0.63,5.957820738137087,4.62,20.579999923706055,114.6500015258789,22.739999771118164,-2.1599998474121094,2.2,21.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.1651,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-11,-0.66,5.957820738137087,4.62,21.09000015258789,115.0999984741211,22.739999771118164,-1.6499996185302734,2.21,21.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.1651,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-12,-0.69,5.957820738137087,4.62,18.829999923706055,117.38999938964844,21.579999923706055,-2.75,2.21,21.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.1651,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-13,-0.73,5.957820738137087,4.62,18.350000381469727,121.69999694824219,21.139999389648438,-2.789999008178711,2.2,21.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.423,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-16,-0.73,5.957820738137087,4.62,18.350000381469727,121.69999694824219,21.139999389648438,-2.789999008178711,2.2,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.423,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-17,-0.65,5.957820738137087,4.62,19.360000610351562,120.01000213623047,21.450000762939453,-2.0900001525878906,2.18,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.423,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-18,-0.69,5.957820738137087,4.62,20.34000015258789,119.91000366210938,22.270000457763672,-1.9300003051757812,2.09,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.423,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-19,-0.7,5.957820738137087,4.62,20.520000457763672,121.2300033569336,22.450000762939453,-1.9300003051757812,2.21,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.423,0,-0.07,0,1,2.68,🟢 맑음,기본 비중 유지,2.29,0.58,0.31,2,2,0,1,0,0,0,1,0,0
2023-01-20,-0.66,5.957820738137087,4.62,19.850000381469727,120.19000244140625,21.719999313354492,-1.8699989318847656,2.23,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.3908,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-23,-0.69,5.957820738137087,4.62,19.809999465942383,120.91000366210938,21.600000381469727,-1.7900009155273438,2.28,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.3908,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-24,-0.66,5.957820738137087,4.62,19.200000762939453,121.33999633789062,20.90999984741211,-1.7099990844726562,2.29,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.3908,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-25,-0.65,5.957820738137087,4.62,19.079999923706055,121.04000091552734,20.940000534057617,-1.8600006103515625,2.28,20.4,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.3908,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-26,-0.68,5.957820738137087,4.62,18.729999542236328,121.48999786376953,20.700000762939453,-1.970001220703125,2.32,20.4,HIGH,LOW,과열,1,1.45,1,-0.3908,0,-0.07,0,1,3.17,🟡 흐림,위험자산 10~20% 축소,2.86,0.0,0.31,2,2,1,0,0,0,0,1,0,0
2023-01-27,-0.67,5.957820738137087,4.62,18.510000228881836,121.97000122070312,20.469999313354492,-1.9599990844726562,2.33,20.4,HIGH,LOW,과열,1,1.45,1,-0.511,0,-0.07,0,1,3.17,🟡 흐림,위험자산 10~20% 축소,2.86,0.0,0.31,2,2,1,0,0,0,0,1,0,0
2023-01-30,-0.7,5.957820738137087,4.62,19.940000534057617,120.69000244140625,21.3700008392334,-1.4300003051757812,2.3,20.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.511,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-01-31,-0.69,5.957820738137087,4.62,19.399999618530273,123.29000091552734,20.809999465942383,-1.4099998474121094,2.27,20.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.511,0,-0.07,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-02-01,-0.7,5.957820738137087,4.62,17.8700008392334,122.19000244140625,19.969999313354492,-2.0999984741210938,2.29,20.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.511,0,0.0,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
2023-02-02,-0.69,5.957820738137087,4.62,18.729999542236328,123.87999725341797,20.84000015258789,-2.1100006103515625,2.26,20.0,NEUTRAL,LOW,골디락스,-1,1.45,1,-0.511,0,0.0,0,1,2.1,🟢 맑음,기본 비중 유지,2.29,0.0,0.31,2,2,0,0,0,0,0,1,0,0
